"Plot Title: DOLogger2"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20906876, SEN S/N: 20906876)","Temp, °F (LGR S/N: 20906876, SEN S/N: 20906876)","Coupler Attached (LGR S/N: 20906876)","Host Connected (LGR S/N: 20906876)","Stopped (LGR S/N: 20906876)","End Of File (LGR S/N: 20906876)"
3416,08/08/25 12:45:00 AM,1.83,77.22,,,,
3417,08/08/25 01:00:00 AM,1.99,77.22,,,,
3418,08/08/25 01:15:00 AM,2.11,77.25,,,,
3419,08/08/25 01:30:00 AM,1.79,77.25,,,,
3420,08/08/25 01:45:00 AM,2.12,77.25,,,,
3421,08/08/25 02:00:00 AM,2.07,77.29,,,,
3422,08/08/25 02:15:00 AM,2.14,77.29,,,,
3423,08/08/25 02:30:00 AM,2.06,77.32,,,,
3424,08/08/25 02:45:00 AM,2.13,77.40,,,,
3425,08/08/25 03:00:00 AM,2.32,77.40,,,,
3426,08/08/25 03:15:00 AM,2.05,77.40,,,,
3427,08/08/25 03:30:00 AM,1.86,77.43,,,,
3428,08/08/25 03:45:00 AM,1.95,77.43,,,,
3429,08/08/25 04:00:00 AM,1.92,77.40,,,,
3430,08/08/25 04:15:00 AM,2.49,77.43,,,,
3431,08/08/25 04:30:00 AM,1.69,77.40,,,,
3432,08/08/25 04:45:00 AM,2.28,77.40,,,,
3433,08/08/25 05:00:00 AM,2.94,77.40,,,,
3434,08/08/25 05:15:00 AM,4.60,77.36,,,,
3435,08/08/25 05:30:00 AM,6.13,77.32,,,,
3436,08/08/25 05:45:00 AM,3.87,77.25,,,,
3437,08/08/25 06:00:00 AM,3.59,77.22,,,,
3438,08/08/25 06:15:00 AM,4.52,77.14,,,,
3439,08/08/25 06:30:00 AM,4.60,77.11,,,,
3440,08/08/25 06:45:00 AM,4.91,77.07,,,,
3441,08/08/25 07:00:00 AM,3.64,77.00,,,,
3442,08/08/25 07:15:00 AM,4.27,76.96,,,,
3443,08/08/25 07:30:00 AM,4.04,76.93,,,,
3444,08/08/25 07:45:00 AM,4.07,76.89,,,,
3445,08/08/25 08:00:00 AM,3.56,76.82,,,,
3446,08/08/25 08:15:00 AM,5.12,76.68,,,,
3447,08/08/25 08:30:00 AM,5.85,76.64,,,,
3448,08/08/25 08:45:00 AM,5.82,76.68,,,,
3449,08/08/25 09:00:00 AM,5.46,76.64,,,,
3450,08/08/25 09:15:00 AM,5.56,76.57,,,,
3451,08/08/25 09:30:00 AM,6.28,76.60,,,,
3452,08/08/25 09:45:00 AM,6.33,76.64,,,,
3453,08/08/25 10:00:00 AM,6.38,76.68,,,,
3454,08/08/25 10:15:00 AM,6.36,76.68,,,,
3455,08/08/25 10:30:00 AM,6.44,76.68,,,,
3456,08/08/25 10:45:00 AM,6.09,76.64,,,,
3457,08/08/25 11:00:00 AM,5.80,76.64,,,,
3458,08/08/25 11:15:00 AM,6.44,76.68,,,,
3459,08/08/25 11:30:00 AM,6.20,76.75,,,,
3460,08/08/25 11:45:00 AM,6.49,76.75,,,,
3461,08/08/25 12:00:00 PM,6.28,76.71,,,,
3462,08/08/25 12:15:00 PM,6.50,76.68,,,,
3463,08/08/25 12:30:00 PM,6.73,76.68,,,,
3464,08/08/25 12:45:00 PM,6.81,76.64,,,,
3465,08/08/25 01:00:00 PM,6.65,76.64,,,,
3466,08/08/25 01:15:00 PM,6.47,76.64,,,,
3467,08/08/25 01:30:00 PM,6.55,76.64,,,,
3468,08/08/25 01:45:00 PM,6.34,76.68,,,,
3469,08/08/25 02:00:00 PM,6.14,76.71,,,,
3470,08/08/25 02:15:00 PM,6.11,76.75,,,,
3471,08/08/25 02:30:00 PM,6.46,76.71,,,,
3472,08/08/25 02:45:00 PM,6.53,76.71,,,,
3473,08/08/25 03:00:00 PM,6.61,76.78,,,,
3474,08/08/25 03:15:00 PM,5.97,76.78,,,,
3475,08/08/25 03:30:00 PM,6.36,76.78,,,,
3476,08/08/25 03:45:00 PM,6.03,76.78,,,,
3477,08/08/25 04:00:00 PM,6.12,76.78,,,,
3478,08/08/25 04:15:00 PM,5.91,76.82,,,,
3479,08/08/25 04:30:00 PM,4.90,76.93,,,,
3480,08/08/25 04:45:00 PM,4.75,77.04,,,,
3481,08/08/25 05:00:00 PM,4.99,77.07,,,,
3482,08/08/25 05:15:00 PM,4.69,77.11,,,,
3483,08/08/25 05:30:00 PM,4.33,77.11,,,,
3484,08/08/25 05:45:00 PM,4.05,77.11,,,,
3485,08/08/25 06:00:00 PM,3.77,77.11,,,,
3486,08/08/25 06:15:00 PM,3.81,77.11,,,,
3487,08/08/25 06:30:00 PM,3.49,77.18,,,,
3488,08/08/25 06:45:00 PM,3.28,77.18,,,,
3489,08/08/25 07:00:00 PM,3.36,77.14,,,,
3490,08/08/25 07:15:00 PM,3.18,77.14,,,,
3491,08/08/25 07:30:00 PM,3.89,77.18,,,,
3492,08/08/25 07:45:00 PM,4.80,77.14,,,,
3493,08/08/25 08:00:00 PM,4.23,77.18,,,,
3494,08/08/25 08:15:00 PM,3.82,77.18,,,,
3495,08/08/25 08:30:00 PM,4.26,77.14,,,,
3496,08/08/25 08:45:00 PM,4.29,77.14,,,,
3497,08/08/25 09:00:00 PM,4.30,77.18,,,,
3498,08/08/25 09:15:00 PM,3.88,77.18,,,,
3499,08/08/25 09:30:00 PM,3.85,77.18,,,,
3500,08/08/25 09:45:00 PM,3.25,77.14,,,,
3501,08/08/25 10:00:00 PM,3.53,77.11,,,,
3502,08/08/25 10:15:00 PM,3.20,77.11,,,,
3503,08/08/25 10:30:00 PM,3.55,77.07,,,,
3504,08/08/25 10:45:00 PM,4.00,77.00,,,,
3505,08/08/25 11:00:00 PM,4.02,77.00,,,,
3506,08/08/25 11:15:00 PM,4.84,76.96,,,,
3507,08/08/25 11:30:00 PM,5.05,77.00,,,,
3508,08/08/25 11:45:00 PM,4.72,77.04,,,,
3509,08/09/25 12:00:00 AM,4.81,77.04,,,,
3510,08/09/25 12:15:00 AM,4.53,77.07,,,,
3511,08/09/25 12:30:00 AM,4.83,77.04,,,,
3512,08/09/25 12:45:00 AM,4.75,77.04,,,,
3513,08/09/25 01:00:00 AM,4.31,76.96,,,,
3514,08/09/25 01:15:00 AM,4.13,76.96,,,,
3515,08/09/25 01:30:00 AM,4.29,76.93,,,,
3516,08/09/25 01:45:00 AM,3.96,76.89,,,,
3517,08/09/25 02:00:00 AM,4.44,76.89,,,,
3518,08/09/25 02:15:00 AM,4.51,76.89,,,,
3519,08/09/25 02:30:00 AM,4.58,76.93,,,,
3520,08/09/25 02:45:00 AM,4.64,76.96,,,,
3521,08/09/25 03:00:00 AM,4.68,76.96,,,,
3522,08/09/25 03:15:00 AM,4.11,77.04,,,,
3523,08/09/25 03:30:00 AM,4.04,77.04,,,,
3524,08/09/25 03:45:00 AM,3.58,77.04,,,,
3525,08/09/25 04:00:00 AM,3.73,77.04,,,,
3526,08/09/25 04:15:00 AM,3.76,77.07,,,,
3527,08/09/25 04:30:00 AM,3.88,77.04,,,,
3528,08/09/25 04:45:00 AM,2.94,77.07,,,,
3529,08/09/25 05:00:00 AM,2.72,77.07,,,,
3530,08/09/25 05:15:00 AM,3.35,77.11,,,,
3531,08/09/25 05:30:00 AM,3.11,77.14,,,,
3532,08/09/25 05:45:00 AM,3.15,77.22,,,,
3533,08/09/25 06:00:00 AM,4.64,77.25,,,,
3534,08/09/25 06:15:00 AM,4.21,77.25,,,,
3535,08/09/25 06:30:00 AM,5.51,77.25,,,,
3536,08/09/25 06:45:00 AM,5.32,77.25,,,,
3537,08/09/25 07:00:00 AM,5.76,77.22,,,,
3538,08/09/25 07:15:00 AM,6.66,77.18,,,,
3539,08/09/25 07:30:00 AM,6.12,77.14,,,,
3540,08/09/25 07:45:00 AM,6.40,77.14,,,,
3541,08/09/25 08:00:00 AM,6.31,77.11,,,,
3542,08/09/25 08:15:00 AM,6.23,77.11,,,,
3543,08/09/25 08:30:00 AM,5.92,77.11,,,,
3544,08/09/25 08:45:00 AM,6.31,77.07,,,,
3545,08/09/25 09:00:00 AM,6.34,77.11,,,,
3546,08/09/25 09:15:00 AM,6.06,77.11,,,,
3547,08/09/25 09:30:00 AM,6.09,77.14,,,,
3548,08/09/25 09:45:00 AM,6.23,77.14,,,,
3549,08/09/25 10:00:00 AM,6.70,77.07,,,,
3550,08/09/25 10:15:00 AM,6.12,77.07,,,,
3551,08/09/25 10:30:00 AM,6.23,77.00,,,,
3552,08/09/25 10:45:00 AM,6.34,76.96,,,,
3553,08/09/25 11:00:00 AM,3.59,76.96,,,,
3554,08/09/25 11:15:00 AM,4.25,76.96,,,,
3555,08/09/25 11:30:00 AM,6.60,76.96,,,,
3556,08/09/25 11:45:00 AM,6.66,77.04,,,,
3557,08/09/25 12:00:00 PM,6.53,77.07,,,,
3558,08/09/25 12:15:00 PM,6.52,77.14,,,,
3559,08/09/25 12:30:00 PM,6.62,77.22,,,,
3560,08/09/25 12:45:00 PM,6.27,77.25,,,,
3561,08/09/25 01:00:00 PM,6.27,77.18,,,,
3562,08/09/25 01:15:00 PM,6.17,77.29,,,,
3563,08/09/25 01:30:00 PM,5.77,77.25,,,,
3564,08/09/25 01:45:00 PM,6.10,77.29,,,,
3565,08/09/25 02:00:00 PM,5.91,77.29,,,,
3566,08/09/25 02:15:00 PM,6.20,77.25,,,,
3567,08/09/25 02:30:00 PM,6.29,77.25,,,,
3568,08/09/25 02:45:00 PM,6.83,77.29,,,,
3569,08/09/25 03:00:00 PM,6.76,77.32,,,,
3570,08/09/25 03:15:00 PM,6.64,77.43,,,,
3571,08/09/25 03:30:00 PM,6.84,77.43,,,,
3572,08/09/25 03:45:00 PM,6.49,77.50,,,,
3573,08/09/25 04:00:00 PM,6.71,77.61,,,,
3574,08/09/25 04:15:00 PM,5.89,77.65,,,,
3575,08/09/25 04:30:00 PM,6.09,77.61,,,,
3576,08/09/25 04:45:00 PM,5.66,77.58,,,,
3577,08/09/25 05:00:00 PM,5.94,77.61,,,,
3578,08/09/25 05:15:00 PM,5.16,77.54,,,,
3579,08/09/25 05:30:00 PM,6.52,77.61,,,,
3580,08/09/25 05:45:00 PM,6.31,77.65,,,,
3581,08/09/25 06:00:00 PM,6.36,77.79,,,,
3582,08/09/25 06:15:00 PM,6.13,77.76,,,,
3583,08/09/25 06:30:00 PM,6.41,77.72,,,,
3584,08/09/25 06:45:00 PM,6.54,77.76,,,,
3585,08/09/25 07:00:00 PM,6.59,77.76,,,,
3586,08/09/25 07:15:00 PM,7.01,77.90,,,,
3587,08/09/25 07:30:00 PM,6.68,77.90,,,,
3588,08/09/25 07:45:00 PM,6.78,77.90,,,,
3589,08/09/25 08:00:00 PM,6.29,77.90,,,,
3590,08/09/25 08:15:00 PM,6.42,77.83,,,,
3591,08/09/25 08:30:00 PM,6.57,77.83,,,,
3592,08/09/25 08:45:00 PM,5.99,77.83,,,,
3593,08/09/25 09:00:00 PM,5.99,77.79,,,,
3594,08/09/25 09:15:00 PM,5.39,77.79,,,,
3595,08/09/25 09:30:00 PM,4.48,77.76,,,,
3596,08/09/25 09:45:00 PM,4.03,77.76,,,,
3597,08/09/25 10:00:00 PM,3.62,77.79,,,,
3598,08/09/25 10:15:00 PM,3.19,77.72,,,,
3599,08/09/25 10:30:00 PM,2.94,77.65,,,,
3600,08/09/25 10:45:00 PM,3.50,77.61,,,,
3601,08/09/25 11:00:00 PM,4.05,77.58,,,,
3602,08/09/25 11:15:00 PM,3.83,77.61,,,,
3603,08/09/25 11:30:00 PM,3.70,77.61,,,,
3604,08/09/25 11:45:00 PM,3.62,77.65,,,,
3605,08/10/25 12:00:00 AM,4.33,77.72,,,,
3606,08/10/25 12:15:00 AM,4.19,77.76,,,,
3607,08/10/25 12:30:00 AM,3.84,77.76,,,,
3608,08/10/25 12:45:00 AM,3.75,77.76,,,,
3609,08/10/25 01:00:00 AM,3.41,77.68,,,,
3610,08/10/25 01:15:00 AM,3.68,77.65,,,,
3611,08/10/25 01:30:00 AM,2.96,77.54,,,,
3612,08/10/25 01:45:00 AM,3.14,77.50,,,,
3613,08/10/25 02:00:00 AM,2.85,77.50,,,,
3614,08/10/25 02:15:00 AM,3.63,77.47,,,,
3615,08/10/25 02:30:00 AM,3.74,77.50,,,,
3616,08/10/25 02:45:00 AM,3.96,77.50,,,,
3617,08/10/25 03:00:00 AM,4.09,77.58,,,,
3618,08/10/25 03:15:00 AM,4.29,77.58,,,,
3619,08/10/25 03:30:00 AM,4.58,77.65,,,,
3620,08/10/25 03:45:00 AM,4.82,77.65,,,,
3621,08/10/25 04:00:00 AM,4.37,77.65,,,,
3622,08/10/25 04:15:00 AM,4.50,77.68,,,,
3623,08/10/25 04:30:00 AM,4.30,77.68,,,,
3624,08/10/25 04:45:00 AM,4.15,77.72,,,,
3625,08/10/25 05:00:00 AM,4.12,77.76,,,,
3626,08/10/25 05:15:00 AM,4.45,77.83,,,,
3627,08/10/25 05:30:00 AM,4.29,77.86,,,,
3628,08/10/25 05:45:00 AM,5.21,78.01,,,,
3629,08/10/25 06:00:00 AM,5.00,77.97,,,,
3630,08/10/25 06:15:00 AM,5.57,78.01,,,,
3631,08/10/25 06:30:00 AM,7.05,77.97,,,,
3632,08/10/25 06:45:00 AM,6.18,77.90,,,,
3633,08/10/25 07:00:00 AM,7.12,77.86,,,,
3634,08/10/25 07:15:00 AM,6.97,77.83,,,,
3635,08/10/25 07:30:00 AM,7.25,77.83,,,,
3636,08/10/25 07:45:00 AM,7.15,77.79,,,,
3637,08/10/25 08:00:00 AM,7.14,77.76,,,,
3638,08/10/25 08:15:00 AM,7.10,77.76,,,,
3639,08/10/25 08:30:00 AM,7.12,77.79,,,,
3640,08/10/25 08:45:00 AM,6.98,77.79,,,,
3641,08/10/25 09:00:00 AM,6.94,77.79,,,,
3642,08/10/25 09:15:00 AM,6.88,77.79,,,,
3643,08/10/25 09:30:00 AM,6.72,77.83,,,,
3644,08/10/25 09:45:00 AM,6.56,77.83,,,,
3645,08/10/25 10:00:00 AM,7.01,77.86,,,,
3646,08/10/25 10:15:00 AM,7.18,77.90,,,,
3647,08/10/25 10:30:00 AM,6.78,77.94,,,,
3648,08/10/25 10:45:00 AM,5.81,77.86,,,,
3649,08/10/25 11:00:00 AM,5.38,77.90,,,,
3650,08/10/25 11:15:00 AM,6.46,77.94,,,,
3651,08/10/25 11:30:00 AM,4.87,77.83,,,,
3652,08/10/25 11:45:00 AM,4.56,77.76,,,,
3653,08/10/25 12:00:00 PM,4.60,77.68,,,,
3654,08/10/25 12:15:00 PM,6.14,77.72,,,,
3655,08/10/25 12:30:00 PM,4.61,77.72,,,,
3656,08/10/25 12:45:00 PM,5.48,77.76,,,,
3657,08/10/25 01:00:00 PM,6.47,77.86,,,,
3658,08/10/25 01:15:00 PM,6.67,77.97,,,,
3659,08/10/25 01:30:00 PM,6.65,78.04,,,,
3660,08/10/25 01:45:00 PM,6.41,78.04,,,,
3661,08/10/25 02:00:00 PM,6.28,78.04,,,,
3662,08/10/25 02:15:00 PM,6.54,78.12,,,,
3663,08/10/25 02:30:00 PM,6.46,78.12,,,,
3664,08/10/25 02:45:00 PM,6.65,78.19,,,,
3665,08/10/25 03:00:00 PM,6.85,78.19,,,,
3666,08/10/25 03:15:00 PM,6.65,78.22,,,,
3667,08/10/25 03:30:00 PM,7.20,78.33,,,,
3668,08/10/25 03:45:00 PM,7.11,78.33,,,,
3669,08/10/25 04:00:00 PM,7.32,78.30,,,,
3670,08/10/25 04:15:00 PM,7.01,78.30,,,,
3671,08/10/25 04:30:00 PM,7.67,78.33,,,,
3672,08/10/25 04:45:00 PM,7.00,78.33,,,,
3673,08/10/25 05:00:00 PM,7.32,78.37,,,,
3674,08/10/25 05:15:00 PM,7.16,78.33,,,,
3675,08/10/25 05:30:00 PM,6.74,78.33,,,,
3676,08/10/25 05:45:00 PM,7.26,78.37,,,,
3677,08/10/25 06:00:00 PM,6.84,78.40,,,,
3678,08/10/25 06:15:00 PM,7.10,78.44,,,,
3679,08/10/25 06:30:00 PM,7.03,78.40,,,,
3680,08/10/25 06:45:00 PM,6.83,78.44,,,,
3681,08/10/25 07:00:00 PM,7.45,78.55,,,,
3682,08/10/25 07:15:00 PM,4.89,78.58,,,,
3683,08/10/25 07:30:00 PM,7.65,78.62,,,,
3684,08/10/25 07:45:00 PM,7.15,78.66,,,,
3685,08/10/25 08:00:00 PM,7.24,78.66,,,,
3686,08/10/25 08:15:00 PM,7.43,78.73,,,,
3687,08/10/25 08:30:00 PM,7.41,78.73,,,,
3688,08/10/25 08:45:00 PM,6.35,78.69,,,,
3689,08/10/25 09:00:00 PM,6.09,78.66,,,,
3690,08/10/25 09:15:00 PM,6.13,78.55,,,,
3691,08/10/25 09:30:00 PM,5.62,78.51,,,,
3692,08/10/25 09:45:00 PM,5.28,78.51,,,,
3693,08/10/25 10:00:00 PM,3.99,78.40,,,,
3694,08/10/25 10:15:00 PM,3.81,78.33,,,,
3695,08/10/25 10:30:00 PM,4.69,78.44,,,,
3696,08/10/25 10:45:00 PM,4.46,78.48,,,,
3697,08/10/25 11:00:00 PM,4.57,78.44,,,,
3698,08/10/25 11:15:00 PM,4.29,78.44,,,,
3699,08/10/25 11:30:00 PM,4.38,78.40,,,,
3700,08/10/25 11:45:00 PM,4.09,78.37,,,,
3701,08/11/25 12:00:00 AM,4.17,78.30,,,,
3702,08/11/25 12:15:00 AM,4.15,78.37,,,,
3703,08/11/25 12:30:00 AM,4.10,78.37,,,,
3704,08/11/25 12:45:00 AM,3.42,78.33,,,,
3705,08/11/25 01:00:00 AM,3.52,78.26,,,,
3706,08/11/25 01:15:00 AM,3.78,78.22,,,,
3707,08/11/25 01:30:00 AM,4.14,78.19,,,,
3708,08/11/25 01:45:00 AM,4.34,78.19,,,,
3709,08/11/25 02:00:00 AM,4.67,78.22,,,,
3710,08/11/25 02:15:00 AM,4.95,78.26,,,,
3711,08/11/25 02:30:00 AM,4.88,78.26,,,,
3712,08/11/25 02:45:00 AM,5.00,78.30,,,,
3713,08/11/25 03:00:00 AM,5.46,78.30,,,,
3714,08/11/25 03:15:00 AM,5.46,78.33,,,,
3715,08/11/25 03:30:00 AM,5.46,78.37,,,,
3716,08/11/25 03:45:00 AM,5.35,78.37,,,,
3717,08/11/25 04:00:00 AM,5.30,78.37,,,,
3718,08/11/25 04:15:00 AM,5.70,78.40,,,,
3719,08/11/25 04:30:00 AM,5.30,78.40,,,,
3720,08/11/25 04:45:00 AM,5.52,78.40,,,,
3721,08/11/25 05:00:00 AM,4.69,78.40,,,,
3722,08/11/25 05:15:00 AM,4.99,78.44,,,,
3723,08/11/25 05:30:00 AM,4.94,78.40,,,,
3724,08/11/25 05:45:00 AM,4.92,78.40,,,,
3725,08/11/25 06:00:00 AM,4.90,78.44,,,,
3726,08/11/25 06:15:00 AM,5.09,78.51,,,,
3727,08/11/25 06:30:00 AM,4.73,78.51,,,,
3728,08/11/25 06:45:00 AM,4.74,78.55,,,,
3729,08/11/25 07:00:00 AM,4.94,78.62,,,,
3730,08/11/25 07:15:00 AM,2.20,78.62,,,,
3731,08/11/25 07:30:00 AM,4.57,78.55,,,,
3732,08/11/25 07:45:00 AM,5.74,78.62,,,,
3733,08/11/25 08:00:00 AM,5.12,78.58,,,,
3734,08/11/25 08:15:00 AM,5.32,78.58,,,,
3735,08/11/25 08:30:00 AM,6.34,78.66,,,,
3736,08/11/25 08:45:00 AM,5.56,78.51,,,,
3737,08/11/25 09:00:00 AM,4.78,78.48,,,,
3738,08/11/25 09:15:00 AM,3.91,78.44,,,,
3739,08/11/25 09:30:00 AM,3.39,78.33,,,,
3740,08/11/25 09:45:00 AM,4.93,78.44,,,,
3741,08/11/25 10:00:00 AM,5.24,78.55,,,,
3742,08/11/25 10:15:00 AM,6.33,78.62,,,,
3743,08/11/25 10:30:00 AM,6.46,78.66,,,,
3744,08/11/25 10:45:00 AM,5.61,78.66,,,,
3745,08/11/25 11:00:00 AM,5.52,78.76,,,,
3746,08/11/25 11:15:00 AM,5.67,78.73,,,,
3747,08/11/25 11:30:00 AM,5.52,78.69,,,,
3748,08/11/25 11:45:00 AM,5.36,78.69,,,,
3749,08/11/25 12:00:00 PM,4.85,78.66,,,,
3750,08/11/25 12:15:00 PM,4.59,78.62,,,,
3751,08/11/25 12:30:00 PM,5.00,78.69,,,,
3752,08/11/25 12:45:00 PM,5.82,78.76,,,,
3753,08/11/25 01:00:00 PM,6.19,78.80,,,,
3754,08/11/25 01:15:00 PM,6.87,78.87,,,,
3755,08/11/25 01:30:00 PM,7.04,78.94,,,,
3756,08/11/25 01:45:00 PM,6.76,78.91,,,,
3757,08/11/25 02:00:00 PM,7.17,78.98,,,,
3758,08/11/25 02:15:00 PM,7.35,79.09,,,,
3759,08/11/25 02:30:00 PM,6.79,79.09,,,,
3760,08/11/25 02:45:00 PM,6.45,79.02,,,,
3761,08/11/25 03:00:00 PM,6.48,79.02,,,,
3762,08/11/25 03:15:00 PM,6.65,79.05,,,,
3763,08/11/25 03:30:00 PM,6.25,79.02,,,,
3764,08/11/25 03:45:00 PM,6.11,78.98,,,,
3765,08/11/25 04:00:00 PM,5.80,78.91,,,,
3766,08/11/25 04:15:00 PM,6.66,78.98,,,,
3767,08/11/25 04:30:00 PM,7.26,79.16,,,,
3768,08/11/25 04:45:00 PM,7.27,79.23,,,,
3769,08/11/25 05:00:00 PM,6.94,79.20,,,,
3770,08/11/25 05:15:00 PM,6.87,79.23,,,,
3771,08/11/25 05:30:00 PM,6.34,79.27,,,,
3772,08/11/25 05:45:00 PM,5.68,79.23,,,,
3773,08/11/25 06:00:00 PM,7.27,79.34,,,,
3774,08/11/25 06:15:00 PM,7.19,79.41,,,,
3775,08/11/25 06:30:00 PM,7.54,79.52,,,,
3776,08/11/25 06:45:00 PM,7.67,79.59,,,,
3777,08/11/25 07:00:00 PM,7.92,79.59,,,,
3778,08/11/25 07:15:00 PM,7.66,79.63,,,,
3779,08/11/25 07:30:00 PM,7.87,79.66,,,,
3780,08/11/25 07:45:00 PM,7.28,79.74,,,,
3781,08/11/25 08:00:00 PM,7.52,79.77,,,,
3782,08/11/25 08:15:00 PM,7.10,79.70,,,,
3783,08/11/25 08:30:00 PM,6.97,79.66,,,,
3784,08/11/25 08:45:00 PM,6.85,79.59,,,,
3785,08/11/25 09:00:00 PM,6.36,79.48,,,,
3786,08/11/25 09:15:00 PM,5.53,79.41,,,,
3787,08/11/25 09:30:00 PM,4.54,79.30,,,,
3788,08/11/25 09:45:00 PM,4.21,79.23,,,,
3789,08/11/25 10:00:00 PM,3.65,79.12,,,,
3790,08/11/25 10:15:00 PM,3.93,79.12,,,,
3791,08/11/25 10:30:00 PM,4.34,79.20,,,,
3792,08/11/25 10:45:00 PM,4.34,79.20,,,,
3793,08/11/25 11:00:00 PM,4.55,79.27,,,,
3794,08/11/25 11:15:00 PM,4.16,79.30,,,,
3795,08/11/25 11:30:00 PM,4.67,79.34,,,,
3796,08/11/25 11:45:00 PM,4.81,79.38,,,,
3797,08/12/25 12:00:00 AM,4.61,79.34,,,,
3798,08/12/25 12:15:00 AM,4.25,79.34,,,,
3799,08/12/25 12:30:00 AM,4.03,79.27,,,,
3800,08/12/25 12:45:00 AM,3.90,79.20,,,,
3801,08/12/25 01:00:00 AM,3.39,79.09,,,,
3802,08/12/25 01:15:00 AM,3.31,79.05,,,,
3803,08/12/25 01:30:00 AM,3.22,78.98,,,,
3804,08/12/25 01:45:00 AM,3.35,78.98,,,,
3805,08/12/25 02:00:00 AM,3.90,79.02,,,,
3806,08/12/25 02:15:00 AM,4.13,79.05,,,,
3807,08/12/25 02:30:00 AM,4.13,79.09,,,,
3808,08/12/25 02:45:00 AM,4.64,79.16,,,,
3809,08/12/25 03:00:00 AM,4.64,79.23,,,,
3810,08/12/25 03:15:00 AM,4.85,79.23,,,,
3811,08/12/25 03:30:00 AM,4.91,79.27,,,,
3812,08/12/25 03:45:00 AM,4.66,79.27,,,,
3813,08/12/25 04:00:00 AM,4.79,79.30,,,,
3814,08/12/25 04:15:00 AM,5.36,79.30,,,,
3815,08/12/25 04:30:00 AM,5.07,79.30,,,,
3816,08/12/25 04:45:00 AM,5.27,79.30,,,,
3817,08/12/25 05:00:00 AM,4.79,79.30,,,,
3818,08/12/25 05:15:00 AM,5.11,79.30,,,,
3819,08/12/25 05:30:00 AM,4.69,79.27,,,,
3820,08/12/25 05:45:00 AM,5.07,79.27,,,,
3821,08/12/25 06:00:00 AM,5.04,79.34,,,,
3822,08/12/25 06:15:00 AM,5.44,79.41,,,,
3823,08/12/25 06:30:00 AM,5.53,79.45,,,,
3824,08/12/25 06:45:00 AM,5.46,79.45,,,,
3825,08/12/25 07:00:00 AM,6.71,79.48,,,,
3826,08/12/25 07:15:00 AM,6.91,79.45,,,,
3827,08/12/25 07:30:00 AM,7.39,79.48,,,,
3828,08/12/25 07:45:00 AM,8.08,79.52,,,,
3829,08/12/25 08:00:00 AM,8.18,79.52,,,,
3830,08/12/25 08:15:00 AM,8.21,79.52,,,,
3831,08/12/25 08:30:00 AM,8.07,79.52,,,,
3832,08/12/25 08:45:00 AM,7.91,79.52,,,,
3833,08/12/25 09:00:00 AM,8.05,79.52,,,,
3834,08/12/25 09:15:00 AM,7.49,79.56,,,,
3835,08/12/25 09:30:00 AM,7.00,79.52,,,,
3836,08/12/25 09:45:00 AM,6.21,79.52,,,,
3837,08/12/25 10:00:00 AM,5.67,79.45,,,,
3838,08/12/25 10:15:00 AM,5.02,79.41,,,,
3839,08/12/25 10:30:00 AM,6.20,79.45,,,,
3840,08/12/25 10:45:00 AM,6.55,79.48,,,,
3841,08/12/25 11:00:00 AM,6.52,79.56,,,,
3842,08/12/25 11:15:00 AM,6.86,79.63,,,,
3843,08/12/25 11:30:00 AM,6.57,79.66,,,,
3844,08/12/25 11:45:00 AM,5.49,79.56,,,,
3845,08/12/25 12:00:00 PM,4.60,79.41,,,,
3846,08/12/25 12:15:00 PM,5.12,79.41,,,,
3847,08/12/25 12:30:00 PM,4.90,79.45,,,,
3848,08/12/25 12:45:00 PM,5.73,79.48,,,,
3849,08/12/25 01:00:00 PM,6.76,79.59,,,,
3850,08/12/25 01:15:00 PM,6.50,79.63,,,,
3851,08/12/25 01:30:00 PM,6.62,79.66,,,,
3852,08/12/25 01:45:00 PM,6.47,79.70,,,,
3853,08/12/25 02:00:00 PM,6.57,79.77,,,,
3854,08/12/25 02:15:00 PM,7.08,79.81,,,,
3855,08/12/25 02:30:00 PM,7.53,79.84,,,,
3856,08/12/25 02:45:00 PM,7.89,79.92,,,,
3857,08/12/25 03:00:00 PM,8.03,79.99,,,,
3858,08/12/25 03:15:00 PM,8.23,80.06,,,,
3859,08/12/25 03:30:00 PM,7.91,80.02,,,,
3860,08/12/25 03:45:00 PM,7.57,80.02,,,,
3861,08/12/25 04:00:00 PM,7.21,79.95,,,,
3862,08/12/25 04:15:00 PM,7.40,79.95,,,,
3863,08/12/25 04:30:00 PM,7.77,79.95,,,,
3864,08/12/25 04:45:00 PM,7.89,79.92,,,,
3865,08/12/25 05:00:00 PM,8.26,79.99,,,,
3866,08/12/25 05:15:00 PM,8.49,80.06,,,,
3867,08/12/25 05:30:00 PM,8.17,80.10,,,,
3868,08/12/25 05:45:00 PM,8.43,80.17,,,,
3869,08/12/25 06:00:00 PM,8.28,80.17,,,,
3870,08/12/25 06:15:00 PM,7.26,80.10,,,,
3871,08/12/25 06:30:00 PM,7.94,80.13,,,,
3872,08/12/25 06:45:00 PM,8.32,80.13,,,,
3873,08/12/25 07:00:00 PM,8.32,80.20,,,,
3874,08/12/25 07:15:00 PM,8.83,80.31,,,,
3875,08/12/25 07:30:00 PM,8.57,80.35,,,,
