"Plot Title: DOLogger2"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20906876, SEN S/N: 20906876)","Temp, °F (LGR S/N: 20906876, SEN S/N: 20906876)","Coupler Detached (LGR S/N: 20906876)","Coupler Attached (LGR S/N: 20906876)","Host Connected (LGR S/N: 20906876)","Stopped (LGR S/N: 20906876)","End Of File (LGR S/N: 20906876)"
3811,11/08/24 08:59:40 AM,9.27,53.78,,,,,
3812,11/08/24 09:14:40 AM,9.37,53.74,,,,,
3813,11/08/24 09:29:40 AM,9.39,53.74,,,,,
3814,11/08/24 09:44:40 AM,9.45,53.78,,,,,
3815,11/08/24 09:59:40 AM,9.50,53.78,,,,,
3816,11/08/24 10:14:40 AM,9.57,53.82,,,,,
3817,11/08/24 10:29:40 AM,9.61,53.85,,,,,
3818,11/08/24 10:44:40 AM,9.63,53.85,,,,,
3819,11/08/24 10:59:40 AM,9.65,53.89,,,,,
3820,11/08/24 11:14:40 AM,9.66,53.89,,,,,
3821,11/08/24 11:29:40 AM,9.64,53.89,,,,,
3822,11/08/24 11:44:40 AM,9.68,53.96,,,,,
3823,11/08/24 11:59:40 AM,9.75,54.07,,,,,
3824,11/08/24 12:14:40 PM,9.69,54.10,,,,,
3825,11/08/24 12:29:40 PM,9.78,54.07,,,,,
3826,11/08/24 12:44:40 PM,9.83,54.03,,,,,
3827,11/08/24 12:59:40 PM,9.80,54.03,,,,,
3828,11/08/24 01:14:40 PM,9.48,53.89,,,,,
3829,11/08/24 01:29:40 PM,9.50,53.85,,,,,
3830,11/08/24 01:44:40 PM,9.51,53.89,,,,,
3831,11/08/24 01:59:40 PM,9.58,53.78,,,,,
3832,11/08/24 02:14:40 PM,9.65,53.82,,,,,
3833,11/08/24 02:29:40 PM,9.88,54.10,,,,,
3834,11/08/24 02:44:40 PM,9.88,54.21,,,,,
3835,11/08/24 02:59:40 PM,9.73,54.25,,,,,
3836,11/08/24 03:14:40 PM,9.68,54.36,,,,,
3837,11/08/24 03:29:40 PM,9.68,54.43,,,,,
3838,11/08/24 03:44:40 PM,9.87,54.54,,,,,
3839,11/08/24 03:59:40 PM,9.97,54.57,,,,,
3840,11/08/24 04:14:40 PM,10.02,54.61,,,,,
3841,11/08/24 04:29:40 PM,10.04,54.61,,,,,
3842,11/08/24 04:44:40 PM,10.00,54.54,,,,,
3843,11/08/24 04:59:40 PM,10.04,54.61,,,,,
3844,11/08/24 05:14:40 PM,10.09,54.64,,,,,
3845,11/08/24 05:29:40 PM,10.34,54.82,,,,,
3846,11/08/24 05:44:40 PM,10.29,54.90,,,,,
3847,11/08/24 05:59:40 PM,10.39,54.90,,,,,
3848,11/08/24 06:14:40 PM,10.41,54.90,,,,,
3849,11/08/24 06:29:40 PM,10.36,54.82,,,,,
3850,11/08/24 06:44:40 PM,10.38,54.75,,,,,
3851,11/08/24 06:59:40 PM,10.34,54.75,,,,,
3852,11/08/24 07:14:40 PM,10.28,54.68,,,,,
3853,11/08/24 07:29:40 PM,10.20,54.61,,,,,
3854,11/08/24 07:44:40 PM,10.17,54.50,,,,,
3855,11/08/24 07:59:40 PM,10.19,54.46,,,,,
3856,11/08/24 08:14:40 PM,10.17,54.39,,,,,
3857,11/08/24 08:29:40 PM,10.06,54.28,,,,,
3858,11/08/24 08:44:40 PM,10.09,54.21,,,,,
3859,11/08/24 08:59:40 PM,10.01,54.18,,,,,
3860,11/08/24 09:14:40 PM,9.97,54.14,,,,,
3861,11/08/24 09:29:40 PM,10.00,54.10,,,,,
3862,11/08/24 09:44:40 PM,10.03,54.07,,,,,
3863,11/08/24 09:59:40 PM,10.03,54.03,,,,,
3864,11/08/24 10:14:40 PM,10.06,54.00,,,,,
3865,11/08/24 10:29:40 PM,10.04,53.96,,,,,
3866,11/08/24 10:44:40 PM,10.00,53.89,,,,,
3867,11/08/24 10:59:40 PM,10.01,53.82,,,,,
3868,11/08/24 11:14:40 PM,9.98,53.78,,,,,
3869,11/08/24 11:29:40 PM,9.99,53.71,,,,,
3870,11/08/24 11:44:40 PM,9.90,53.67,,,,,
3871,11/08/24 11:59:40 PM,9.88,53.67,,,,,
3872,11/09/24 12:14:40 AM,9.81,53.56,,,,,
3873,11/09/24 12:29:40 AM,9.81,53.49,,,,,
3874,11/09/24 12:44:40 AM,9.80,53.42,,,,,
3875,11/09/24 12:59:40 AM,9.81,53.35,,,,,
3876,11/09/24 01:14:40 AM,9.78,53.20,,,,,
3877,11/09/24 01:29:40 AM,9.73,53.13,,,,,
3878,11/09/24 01:44:40 AM,9.79,53.02,,,,,
3879,11/09/24 01:59:40 AM,9.78,52.92,,,,,
3880,11/09/24 02:14:40 AM,9.76,52.84,,,,,
3881,11/09/24 02:29:40 AM,9.77,52.74,,,,,
3882,11/09/24 02:44:40 AM,9.73,52.66,,,,,
3883,11/09/24 02:59:40 AM,9.75,52.63,,,,,
3884,11/09/24 03:14:40 AM,9.69,52.56,,,,,
3885,11/09/24 03:29:40 AM,9.67,52.48,,,,,
3886,11/09/24 03:44:40 AM,9.62,52.45,,,,,
3887,11/09/24 03:59:40 AM,9.60,52.34,,,,,
3888,11/09/24 04:14:40 AM,9.52,52.27,,,,,
3889,11/09/24 04:29:40 AM,9.48,52.05,,,,,
3890,11/09/24 04:44:40 AM,9.29,51.48,,,,,
3891,11/09/24 04:59:40 AM,9.29,51.30,,,,,
3892,11/09/24 05:14:40 AM,9.36,51.19,,,,,
3893,11/09/24 05:29:40 AM,9.30,51.22,,,,,
3894,11/09/24 05:44:40 AM,9.27,51.08,,,,,
3895,11/09/24 05:59:40 AM,9.34,51.04,,,,,
3896,11/09/24 06:14:40 AM,9.27,51.08,,,,,
3897,11/09/24 06:29:40 AM,9.27,51.01,,,,,
3898,11/09/24 06:44:40 AM,9.25,50.94,,,,,
3899,11/09/24 06:59:40 AM,9.20,50.83,,,,,
3900,11/09/24 07:14:40 AM,9.24,50.61,,,,,
3901,11/09/24 07:29:40 AM,9.16,50.36,,,,,
3902,11/09/24 07:44:40 AM,9.11,49.82,,,,,
3903,11/09/24 07:59:40 AM,9.22,49.53,,,,,
3904,11/09/24 08:14:40 AM,9.15,49.53,,,,,
3905,11/09/24 08:29:40 AM,9.25,49.68,,,,,
3906,11/09/24 08:44:40 AM,9.34,50.58,,,,,
3907,11/09/24 08:59:40 AM,9.32,51.01,,,,,
3908,11/09/24 09:14:40 AM,9.40,51.04,,,,,
3909,11/09/24 09:29:40 AM,9.40,50.86,,,,,
3910,11/09/24 09:44:40 AM,9.37,50.76,,,,,
3911,11/09/24 09:59:40 AM,9.42,50.94,,,,,
3912,11/09/24 10:14:40 AM,9.37,50.68,,,,,
3913,11/09/24 10:29:40 AM,9.39,50.65,,,,,
3914,11/09/24 10:44:40 AM,9.52,50.79,,,,,
3915,11/09/24 10:59:40 AM,9.39,50.65,,,,,
3916,11/09/24 11:14:40 AM,9.66,50.83,,,,,
3917,11/09/24 11:29:40 AM,9.49,50.86,,,,,
3918,11/09/24 11:44:40 AM,9.51,50.97,,,,,
3919,11/09/24 11:59:40 AM,9.70,51.08,,,,,
3920,11/09/24 12:14:40 PM,9.73,51.12,,,,,
3921,11/09/24 12:29:40 PM,9.77,51.15,,,,,
3922,11/09/24 12:44:40 PM,9.76,51.15,,,,,
3923,11/09/24 12:59:40 PM,9.83,51.12,,,,,
3924,11/09/24 01:14:40 PM,9.85,51.12,,,,,
3925,11/09/24 01:29:40 PM,9.97,51.15,,,,,
3926,11/09/24 01:44:40 PM,10.06,51.15,,,,,
3927,11/09/24 01:59:40 PM,10.06,51.19,,,,,
3928,11/09/24 02:14:40 PM,10.10,51.22,,,,,
3929,11/09/24 02:29:40 PM,10.10,51.26,,,,,
3930,11/09/24 02:44:40 PM,10.19,51.30,,,,,
3931,11/09/24 02:59:40 PM,10.30,51.33,,,,,
3932,11/09/24 03:14:40 PM,10.36,51.37,,,,,
3933,11/09/24 03:29:40 PM,10.39,51.37,,,,,
3934,11/09/24 03:44:40 PM,10.33,51.37,,,,,
3935,11/09/24 03:59:40 PM,10.45,51.37,,,,,
3936,11/09/24 04:14:40 PM,10.43,51.37,,,,,
3937,11/09/24 04:29:40 PM,10.38,51.33,,,,,
3938,11/09/24 04:44:40 PM,10.25,51.30,,,,,
3939,11/09/24 04:59:40 PM,10.38,51.22,,,,,
3940,11/09/24 05:14:40 PM,10.36,51.26,,,,,
3941,11/09/24 05:29:40 PM,10.39,51.37,,,,,
3942,11/09/24 05:44:40 PM,10.28,51.33,,,,,
3943,11/09/24 05:59:40 PM,10.28,51.37,,,,,
3944,11/09/24 06:14:40 PM,10.26,51.19,,,,,
3945,11/09/24 06:29:40 PM,10.24,51.19,,,,,
3946,11/09/24 06:44:40 PM,10.16,51.19,,,,,
3947,11/09/24 06:59:40 PM,10.19,51.15,,,,,
3948,11/09/24 07:14:40 PM,10.20,51.08,,,,,
3949,11/09/24 07:29:40 PM,10.22,51.04,,,,,
3950,11/09/24 07:44:40 PM,10.23,51.04,,,,,
3951,11/09/24 07:59:40 PM,10.19,50.97,,,,,
3952,11/09/24 08:14:40 PM,10.20,50.97,,,,,
3953,11/09/24 08:29:40 PM,10.22,50.90,,,,,
3954,11/09/24 08:44:40 PM,10.13,50.86,,,,,
3955,11/09/24 08:59:40 PM,10.13,50.76,,,,,
3956,11/09/24 09:14:40 PM,10.10,50.79,,,,,
3957,11/09/24 09:29:40 PM,10.11,50.72,,,,,
3958,11/09/24 09:44:40 PM,9.98,50.68,,,,,
3959,11/09/24 09:59:40 PM,10.03,50.61,,,,,
3960,11/09/24 10:14:40 PM,9.97,50.50,,,,,
3961,11/09/24 10:29:40 PM,9.98,50.50,,,,,
3962,11/09/24 10:44:40 PM,9.85,50.43,,,,,
3963,11/09/24 10:59:40 PM,9.98,50.43,,,,,
3964,11/09/24 11:14:40 PM,9.93,50.43,,,,,
3965,11/09/24 11:29:40 PM,9.87,50.25,,,,,
3966,11/09/24 11:44:40 PM,9.86,50.14,,,,,
3967,11/09/24 11:59:40 PM,9.75,50.07,,,,,
3968,11/10/24 12:14:40 AM,9.83,50.14,,,,,
3969,11/10/24 12:29:40 AM,9.83,50.14,,,,,
3970,11/10/24 12:44:40 AM,9.73,50.11,,,,,
3971,11/10/24 12:59:40 AM,9.73,50.07,,,,,
3972,11/10/24 01:14:40 AM,9.78,50.07,,,,,
3973,11/10/24 01:29:40 AM,9.72,49.96,,,,,
3974,11/10/24 01:44:40 AM,9.68,49.93,,,,,
3975,11/10/24 01:59:40 AM,9.75,49.86,,,,,
3976,11/10/24 02:14:40 AM,9.71,49.82,,,,,
3977,11/10/24 02:29:40 AM,9.69,49.68,,,,,
3978,11/10/24 02:44:40 AM,9.70,49.64,,,,,
3979,11/10/24 02:59:40 AM,9.62,49.71,,,,,
3980,11/10/24 03:14:40 AM,9.64,49.82,,,,,
3981,11/10/24 03:29:40 AM,9.63,49.71,,,,,
3982,11/10/24 03:44:40 AM,9.57,49.71,,,,,
3983,11/10/24 03:59:40 AM,9.65,49.50,,,,,
3984,11/10/24 04:14:40 AM,9.58,49.64,,,,,
3985,11/10/24 04:29:40 AM,9.55,49.60,,,,,
3986,11/10/24 04:44:40 AM,9.59,49.60,,,,,
3987,11/10/24 04:59:40 AM,9.52,49.57,,,,,
3988,11/10/24 05:14:40 AM,9.54,49.53,,,,,
3989,11/10/24 05:29:40 AM,9.56,49.46,,,,,
3990,11/10/24 05:44:40 AM,9.55,49.42,,,,,
3991,11/10/24 05:59:40 AM,9.47,49.39,,,,,
3992,11/10/24 06:14:40 AM,9.37,49.35,,,,,
3993,11/10/24 06:29:40 AM,9.30,49.32,,,,,
3994,11/10/24 06:44:40 AM,9.26,49.24,,,,,
3995,11/10/24 06:59:40 AM,9.36,49.21,,,,,
3996,11/10/24 07:14:40 AM,9.40,49.14,,,,,
3997,11/10/24 07:29:40 AM,9.38,49.14,,,,,
3998,11/10/24 07:44:40 AM,9.46,49.03,,,,,
3999,11/10/24 07:59:40 AM,9.45,48.96,,,,,
4000,11/10/24 08:14:40 AM,9.35,48.85,,,,,
4001,11/10/24 08:29:40 AM,9.30,48.81,,,,,
4002,11/10/24 08:44:40 AM,9.45,48.78,,,,,
4003,11/10/24 08:59:40 AM,9.45,48.74,,,,,
4004,11/10/24 09:14:40 AM,9.39,48.63,,,,,
4005,11/10/24 09:29:40 AM,9.37,48.52,,,,,
4006,11/10/24 09:44:40 AM,9.40,48.45,,,,,
4007,11/10/24 09:59:40 AM,9.46,48.31,,,,,
4008,11/10/24 10:14:40 AM,9.55,48.31,,,,,
4009,11/10/24 10:29:40 AM,9.55,48.27,,,,,
4010,11/10/24 10:44:40 AM,9.50,48.16,,,,,
4011,11/10/24 10:59:40 AM,9.66,47.95,,,,,
4012,11/10/24 11:14:40 AM,9.73,48.13,,,,,
4013,11/10/24 11:29:40 AM,9.79,48.31,,,,,
4014,11/10/24 11:44:40 AM,9.85,48.67,,,,,
4015,11/10/24 11:59:40 AM,9.87,48.81,,,,,
4016,11/10/24 12:14:40 PM,10.01,48.85,,,,,
4017,11/10/24 12:29:40 PM,10.07,48.92,,,,,
4018,11/10/24 12:44:40 PM,10.23,48.96,,,,,
4019,11/10/24 12:59:40 PM,10.28,49.03,,,,,
4020,11/10/24 01:14:40 PM,10.29,49.06,,,,,
4021,11/10/24 01:29:40 PM,10.36,49.10,,,,,
4022,11/10/24 01:44:40 PM,10.38,49.10,,,,,
4023,11/10/24 01:59:40 PM,10.41,49.10,,,,,
4024,11/10/24 02:14:40 PM,10.42,49.10,,,,,
4025,11/10/24 02:29:40 PM,10.57,49.17,,,,,
4026,11/10/24 02:44:40 PM,10.58,49.28,,,,,
4027,11/10/24 02:59:40 PM,10.51,49.28,,,,,
4028,11/10/24 03:14:40 PM,10.52,49.32,,,,,
4029,11/10/24 03:29:40 PM,10.55,49.39,,,,,
4030,11/10/24 03:44:40 PM,10.52,49.39,,,,,
4031,11/10/24 03:59:40 PM,10.47,49.39,,,,,
4032,11/10/24 04:14:40 PM,10.58,49.35,,,,,
4033,11/10/24 04:29:40 PM,10.52,49.32,,,,,
4034,11/10/24 04:44:40 PM,10.49,49.28,,,,,
4035,11/10/24 04:59:40 PM,10.44,49.21,,,,,
4036,11/10/24 05:14:40 PM,10.40,49.24,,,,,
4037,11/10/24 05:29:40 PM,10.33,49.24,,,,,
4038,11/10/24 05:44:40 PM,10.39,49.21,,,,,
4039,11/10/24 05:59:40 PM,10.42,49.21,,,,,
4040,11/10/24 06:14:40 PM,10.39,49.21,,,,,
4041,11/10/24 06:29:40 PM,10.47,49.14,,,,,
4042,11/10/24 06:44:40 PM,10.46,49.14,,,,,
4043,11/10/24 06:59:40 PM,10.50,49.10,,,,,
4044,11/10/24 07:14:40 PM,10.55,48.96,,,,,
4045,11/10/24 07:29:40 PM,10.53,48.88,,,,,
4046,11/10/24 07:44:40 PM,10.50,48.88,,,,,
4047,11/10/24 07:59:40 PM,10.55,48.92,,,,,
4048,11/10/24 08:14:40 PM,10.55,48.92,,,,,
4049,11/10/24 08:29:40 PM,10.67,48.92,,,,,
4050,11/10/24 08:44:40 PM,10.68,48.96,,,,,
4051,11/10/24 08:59:40 PM,10.67,48.96,,,,,
4052,11/10/24 09:14:40 PM,10.60,48.96,,,,,
4053,11/10/24 09:29:40 PM,10.63,48.96,,,,,
4054,11/10/24 09:44:40 PM,10.64,48.96,,,,,
4055,11/10/24 09:59:40 PM,10.60,48.96,,,,,
4056,11/10/24 10:14:40 PM,10.46,48.92,,,,,
4057,11/10/24 10:29:40 PM,10.37,48.92,,,,,
4058,11/10/24 10:44:40 PM,10.44,48.88,,,,,
4059,11/10/24 10:59:40 PM,10.48,48.88,,,,,
4060,11/10/24 11:14:40 PM,10.38,48.92,,,,,
4061,11/10/24 11:29:40 PM,10.28,48.92,,,,,
4062,11/10/24 11:44:40 PM,10.23,48.92,,,,,
4063,11/10/24 11:59:40 PM,10.20,48.96,,,,,
4064,11/11/24 12:14:40 AM,10.23,48.99,,,,,
4065,11/11/24 12:29:40 AM,10.24,48.99,,,,,
4066,11/11/24 12:44:40 AM,10.12,48.92,,,,,
4067,11/11/24 12:59:40 AM,10.11,48.96,,,,,
4068,11/11/24 01:14:40 AM,10.10,48.96,,,,,
4069,11/11/24 01:29:40 AM,10.06,48.92,,,,,
4070,11/11/24 01:44:40 AM,10.10,48.92,,,,,
4071,11/11/24 01:59:40 AM,10.07,48.92,,,,,
4072,11/11/24 02:14:40 AM,10.10,48.88,,,,,
4073,11/11/24 02:29:40 AM,10.05,48.88,,,,,
4074,11/11/24 02:44:40 AM,10.00,48.88,,,,,
4075,11/11/24 02:59:40 AM,9.85,48.88,,,,,
4076,11/11/24 03:14:40 AM,9.82,48.88,,,,,
4077,11/11/24 03:29:40 AM,9.80,48.88,,,,,
4078,11/11/24 03:44:40 AM,9.80,48.88,,,,,
4079,11/11/24 03:59:40 AM,9.78,48.85,,,,,
4080,11/11/24 04:14:40 AM,9.75,48.85,,,,,
4081,11/11/24 04:29:40 AM,9.79,48.85,,,,,
4082,11/11/24 04:44:40 AM,9.75,48.85,,,,,
4083,11/11/24 04:59:40 AM,9.70,48.85,,,,,
4084,11/11/24 05:14:40 AM,9.69,48.85,,,,,
4085,11/11/24 05:29:40 AM,9.61,48.81,,,,,
4086,11/11/24 05:44:40 AM,9.77,48.81,,,,,
4087,11/11/24 05:59:40 AM,9.80,48.81,,,,,
4088,11/11/24 06:14:40 AM,9.70,48.81,,,,,
4089,11/11/24 06:29:40 AM,9.58,48.85,,,,,
4090,11/11/24 06:44:40 AM,9.49,48.85,,,,,
4091,11/11/24 06:59:40 AM,9.52,48.85,,,,,
4092,11/11/24 07:14:40 AM,9.58,48.85,,,,,
4093,11/11/24 07:29:40 AM,9.72,48.85,,,,,
4094,11/11/24 07:44:40 AM,9.70,48.85,,,,,
4095,11/11/24 07:59:40 AM,9.76,48.81,,,,,
4096,11/11/24 08:14:40 AM,9.65,48.81,,,,,
4097,11/11/24 08:29:40 AM,9.63,48.81,,,,,
4098,11/11/24 08:44:40 AM,9.61,48.85,,,,,
4099,11/11/24 08:59:40 AM,9.63,48.85,,,,,
4100,11/11/24 09:14:40 AM,9.60,48.88,,,,,
4101,11/11/24 09:29:40 AM,9.62,48.92,,,,,
4102,11/11/24 09:44:40 AM,9.62,48.99,,,,,
4103,11/11/24 09:59:40 AM,9.62,49.03,,,,,
4104,11/11/24 10:14:40 AM,9.77,49.06,,,,,
4105,11/11/24 10:29:40 AM,9.83,49.14,,,,,
4106,11/11/24 10:44:40 AM,9.82,49.24,,,,,
4107,11/11/24 10:59:40 AM,9.87,49.28,,,,,
4108,11/11/24 11:14:40 AM,9.98,49.39,,,,,
4109,11/11/24 11:29:40 AM,9.97,49.53,,,,,
4110,11/11/24 11:44:40 AM,9.96,49.60,,,,,
4111,11/11/24 11:59:40 AM,10.05,49.68,,,,,
4112,11/11/24 12:14:40 PM,10.12,49.78,,,,,
4113,11/11/24 12:29:40 PM,10.06,50.00,,,,,
4114,11/11/24 12:44:40 PM,10.07,50.07,,,,,
4115,11/11/24 12:59:40 PM,10.03,50.18,,,,,
4116,11/11/24 01:14:40 PM,10.09,50.22,,,,,
4117,11/11/24 01:29:40 PM,10.10,50.25,,,,,
4118,11/11/24 01:44:40 PM,10.12,50.29,,,,,
4119,11/11/24 01:59:40 PM,10.17,50.32,,,,,
4120,11/11/24 02:14:40 PM,10.17,50.40,,,,,
4121,11/11/24 02:29:40 PM,10.18,50.40,,,,,
4122,11/11/24 02:44:40 PM,10.10,50.32,,,,,
4123,11/11/24 02:59:40 PM,10.18,50.29,,,,,
4124,11/11/24 03:14:40 PM,10.22,50.29,,,,,
4125,11/11/24 03:29:40 PM,10.08,50.36,,,,,
4126,11/11/24 03:44:40 PM,10.14,50.32,,,,,
4127,11/11/24 03:59:40 PM,10.07,50.29,,,,,
4128,11/11/24 04:14:40 PM,10.09,50.25,,,,,
4129,11/11/24 04:29:40 PM,10.07,50.22,,,,,
4130,11/11/24 04:44:40 PM,10.02,50.22,,,,,
4131,11/11/24 04:59:40 PM,10.04,50.22,,,,,
4132,11/11/24 05:14:40 PM,9.99,50.14,,,,,
4133,11/11/24 05:29:40 PM,9.92,50.07,,,,,
4134,11/11/24 05:44:40 PM,9.93,50.04,,,,,
4135,11/11/24 05:59:40 PM,9.82,50.04,,,,,
4136,11/11/24 06:14:40 PM,10.03,50.11,,,,,
4137,11/11/24 06:29:40 PM,10.13,50.18,,,,,
4138,11/11/24 06:44:40 PM,10.13,50.18,,,,,
4139,11/11/24 06:59:40 PM,10.18,50.25,,,,,
4140,11/11/24 07:14:40 PM,10.19,50.32,,,,,
4141,11/11/24 07:29:40 PM,10.19,50.36,,,,,
4142,11/11/24 07:44:40 PM,10.22,50.47,,,,,
4143,11/11/24 07:59:40 PM,10.29,50.61,,,,,
4144,11/11/24 08:14:40 PM,10.32,50.72,,,,,
4145,11/11/24 08:29:40 PM,10.34,50.72,,,,,
4146,11/11/24 08:44:40 PM,10.28,50.68,,,,,
4147,11/11/24 08:59:40 PM,10.22,50.68,,,,,
4148,11/11/24 09:14:40 PM,10.23,50.65,,,,,
4149,11/11/24 09:29:40 PM,10.17,50.65,,,,,
4150,11/11/24 09:44:40 PM,10.14,50.61,,,,,
4151,11/11/24 09:59:40 PM,10.09,50.61,,,,,
4152,11/11/24 10:14:40 PM,10.08,50.61,,,,,
4153,11/11/24 10:29:40 PM,10.08,50.61,,,,,
4154,11/11/24 10:44:40 PM,10.14,50.58,,,,,
4155,11/11/24 10:59:40 PM,10.04,50.58,,,,,
4156,11/11/24 11:14:40 PM,10.11,50.58,,,,,
4157,11/11/24 11:29:40 PM,10.08,50.58,,,,,
4158,11/11/24 11:44:40 PM,10.04,50.54,,,,,
4159,11/11/24 11:59:40 PM,10.00,50.54,,,,,
4160,11/12/24 12:14:40 AM,10.07,50.58,,,,,
4161,11/12/24 12:29:40 AM,10.01,50.58,,,,,
4162,11/12/24 12:44:40 AM,9.99,50.54,,,,,
4163,11/12/24 12:59:40 AM,9.91,50.50,,,,,
4164,11/12/24 01:14:40 AM,9.96,50.50,,,,,
4165,11/12/24 01:29:40 AM,9.87,50.50,,,,,
4166,11/12/24 01:44:40 AM,9.88,50.50,,,,,
4167,11/12/24 01:59:40 AM,10.02,50.50,,,,,
4168,11/12/24 02:14:40 AM,9.64,50.43,,,,,
4169,11/12/24 02:29:40 AM,8.86,50.32,,,,,
4170,11/12/24 02:44:40 AM,8.75,50.18,,,,,
4171,11/12/24 02:59:40 AM,9.14,50.04,,,,,
4172,11/12/24 03:14:40 AM,9.26,50.07,,,,,
4173,11/12/24 03:29:40 AM,9.21,50.04,,,,,
4174,11/12/24 03:44:40 AM,9.20,50.07,,,,,
4175,11/12/24 03:59:40 AM,9.25,50.04,,,,,
4176,11/12/24 04:14:40 AM,9.26,50.04,,,,,
4177,11/12/24 04:29:40 AM,9.42,50.00,,,,,
4178,11/12/24 04:44:40 AM,9.32,50.00,,,,,
4179,11/12/24 04:59:40 AM,9.32,49.96,,,,,
4180,11/12/24 05:14:40 AM,9.42,49.96,,,,,
4181,11/12/24 05:29:40 AM,9.55,49.93,,,,,
4182,11/12/24 05:44:40 AM,9.61,49.93,,,,,
4183,11/12/24 05:59:40 AM,9.51,49.93,,,,,
4184,11/12/24 06:14:40 AM,9.50,49.96,,,,,
4185,11/12/24 06:29:40 AM,9.42,49.96,,,,,
4186,11/12/24 06:44:40 AM,9.49,49.96,,,,,
4187,11/12/24 06:59:40 AM,9.54,49.93,,,,,
4188,11/12/24 07:14:40 AM,9.58,49.89,,,,,
4189,11/12/24 07:29:40 AM,9.62,49.86,,,,,
4190,11/12/24 07:44:40 AM,9.68,49.89,,,,,
4191,11/12/24 07:59:40 AM,9.71,49.93,,,,,
4192,11/12/24 08:14:40 AM,9.72,49.89,,,,,
4193,11/12/24 08:29:40 AM,9.70,49.96,,,,,
4194,11/12/24 08:44:40 AM,9.77,49.89,,,,,
4195,11/12/24 08:59:40 AM,9.80,49.82,,,,,
4196,11/12/24 09:14:40 AM,9.87,49.82,,,,,
4197,11/12/24 09:29:40 AM,9.79,49.78,,,,,
4198,11/12/24 09:44:40 AM,9.70,49.71,,,,,
4199,11/12/24 09:59:40 AM,9.76,49.64,,,,,
4200,11/12/24 10:14:40 AM,9.76,49.57,,,,,
4201,11/12/24 10:29:40 AM,9.85,49.46,,,,,
4202,11/12/24 10:44:40 AM,9.91,49.42,,,,,
4203,11/12/24 10:59:40 AM,10.01,49.39,,,,,
4204,11/12/24 11:14:40 AM,10.06,49.35,,,,,
4205,11/12/24 11:29:40 AM,10.05,49.35,,,,,
4206,11/12/24 11:44:40 AM,10.11,49.32,,,,,
4207,11/12/24 11:59:40 AM,10.20,49.28,,,,,
4208,11/12/24 12:14:40 PM,10.25,49.28,,,,,
4209,11/12/24 12:29:40 PM,10.24,49.24,,,,,
4210,11/12/24 12:44:40 PM,10.32,49.24,,,,,
4211,11/12/24 12:59:40 PM,10.32,49.28,,,,,
4212,11/12/24 01:14:40 PM,10.40,49.28,,,,,
4213,11/12/24 01:29:40 PM,10.43,49.39,,,,,
4214,11/12/24 01:44:40 PM,10.53,49.39,,,,,
4215,11/12/24 01:59:40 PM,10.79,49.32,,,,,
4216,11/12/24 02:14:40 PM,10.87,49.28,,,,,
4217,11/12/24 02:29:40 PM,10.85,49.32,,,,,
4218,11/12/24 02:44:40 PM,10.84,49.39,,,,,
4219,11/12/24 02:59:40 PM,10.77,49.39,,,,,
4220,11/12/24 03:14:40 PM,10.83,49.42,,,,,
4221,11/12/24 03:29:40 PM,10.96,49.42,,,,,
4222,11/12/24 03:44:40 PM,10.86,49.42,,,,,
4223,11/12/24 03:59:40 PM,10.91,49.39,,,,,
4224,11/12/24 04:14:40 PM,10.87,49.35,,,,,
4225,11/12/24 04:29:40 PM,10.89,49.35,,,,,
4226,11/12/24 04:44:40 PM,10.95,49.35,,,,,
4227,11/12/24 04:59:40 PM,10.93,49.35,,,,,
4228,11/12/24 05:14:40 PM,10.95,49.32,,,,,
4229,11/12/24 05:29:40 PM,10.92,49.28,,,,,
4230,11/12/24 05:44:40 PM,10.91,49.24,,,,,
4231,11/12/24 05:59:40 PM,10.88,49.17,,,,,
4232,11/12/24 06:14:40 PM,10.87,49.14,,,,,
4233,11/12/24 06:29:40 PM,10.91,49.06,,,,,
4234,11/12/24 06:44:40 PM,10.99,48.99,,,,,
4235,11/12/24 06:59:40 PM,10.90,48.88,,,,,
4236,11/12/24 07:14:40 PM,10.88,48.78,,,,,
4237,11/12/24 07:29:40 PM,10.85,48.70,,,,,
4238,11/12/24 07:44:40 PM,10.82,48.67,,,,,
4239,11/12/24 07:59:40 PM,10.81,48.60,,,,,
4240,11/12/24 08:14:40 PM,10.71,48.60,,,,,
4241,11/12/24 08:29:40 PM,10.66,48.49,,,,,
4242,11/12/24 08:44:40 PM,10.61,48.52,,,,,
4243,11/12/24 08:59:40 PM,10.53,48.49,,,,,
4244,11/12/24 09:14:40 PM,10.65,48.42,,,,,
4245,11/12/24 09:29:40 PM,10.62,48.34,,,,,
4246,11/12/24 09:44:40 PM,10.58,48.31,,,,,
4247,11/12/24 09:59:40 PM,10.59,48.24,,,,,
4248,11/12/24 10:14:40 PM,10.50,48.20,,,,,
4249,11/12/24 10:29:40 PM,10.41,48.16,,,,,
4250,11/12/24 10:44:40 PM,10.37,48.13,,,,,
4251,11/12/24 10:59:40 PM,10.34,48.13,,,,,
4252,11/12/24 11:14:40 PM,10.43,48.13,,,,,
4253,11/12/24 11:29:40 PM,10.41,48.09,,,,,
4254,11/12/24 11:44:40 PM,10.42,48.06,,,,,
4255,11/12/24 11:59:40 PM,10.44,47.98,,,,,
