"Plot Title: 8-17-24"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Temp, °F (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Coupler Detached (LGR S/N: 21118650)","Expired Sensor Cap (LGR S/N: 21118650)","Coupler Attached (LGR S/N: 21118650)","Host Connected (LGR S/N: 21118650)","Stopped (LGR S/N: 21118650)","End Of File (LGR S/N: 21118650)"
8427,11/13/24 04:03:42 AM,11.64,46.69,,,,,,
8428,11/13/24 04:18:42 AM,11.68,46.58,,,,,,
8429,11/13/24 04:33:42 AM,11.64,46.51,,,,,,
8430,11/13/24 04:48:42 AM,11.57,46.44,,,,,,
8431,11/13/24 05:03:42 AM,11.54,46.44,,,,,,
8432,11/13/24 05:18:42 AM,11.50,46.33,,,,,,
8433,11/13/24 05:33:42 AM,11.54,46.22,,,,,,
8434,11/13/24 05:48:42 AM,11.50,46.11,,,,,,
8435,11/13/24 06:03:42 AM,11.54,45.97,,,,,,
8436,11/13/24 06:18:42 AM,11.53,45.82,,,,,,
8437,11/13/24 06:33:42 AM,11.54,45.82,,,,,,
8438,11/13/24 06:48:42 AM,11.57,45.72,,,,,,
8439,11/13/24 07:03:42 AM,11.59,45.61,,,,,,
8440,11/13/24 07:18:42 AM,11.54,45.57,,,,,,
8441,11/13/24 07:33:42 AM,11.58,45.50,,,,,,
8442,11/13/24 07:48:42 AM,11.50,45.50,,,,,,
8443,11/13/24 08:03:42 AM,11.36,45.43,,,,,,
8444,11/13/24 08:18:42 AM,11.48,45.32,,,,,,
8445,11/13/24 08:33:42 AM,11.55,45.32,,,,,,
8446,11/13/24 08:48:42 AM,11.50,45.43,,,,,,
8447,11/13/24 09:03:42 AM,11.57,45.32,,,,,,
8448,11/13/24 09:18:42 AM,11.57,45.36,,,,,,
8449,11/13/24 09:33:42 AM,11.61,45.39,,,,,,
8450,11/13/24 09:48:42 AM,11.62,45.46,,,,,,
8451,11/13/24 10:03:42 AM,11.70,45.46,,,,,,
8452,11/13/24 10:18:42 AM,11.71,45.46,,,,,,
8453,11/13/24 10:33:42 AM,11.75,45.39,,,,,,
8454,11/13/24 10:48:42 AM,11.76,45.43,,,,,,
8455,11/13/24 11:03:42 AM,11.80,45.46,,,,,,
8456,11/13/24 11:18:42 AM,11.79,45.57,,,,,,
8457,11/13/24 11:33:42 AM,11.85,45.64,,,,,,
8458,11/13/24 11:48:42 AM,11.90,45.64,,,,,,
8459,11/13/24 12:03:42 PM,11.87,45.57,,,,,,
8460,11/13/24 12:18:42 PM,11.94,45.57,,,,,,
8461,11/13/24 12:33:42 PM,12.01,45.61,,,,,,
8462,11/13/24 12:48:42 PM,12.01,45.68,,,,,,
8463,11/13/24 01:03:42 PM,12.06,45.68,,,,,,
8464,11/13/24 01:18:42 PM,12.12,45.72,,,,,,
8465,11/13/24 01:33:42 PM,12.10,45.75,,,,,,
8466,11/13/24 01:48:42 PM,12.18,45.79,,,,,,
8467,11/13/24 02:03:42 PM,12.19,45.86,,,,,,
8468,11/13/24 02:18:42 PM,12.22,45.90,,,,,,
8469,11/13/24 02:33:42 PM,12.23,45.90,,,,,,
8470,11/13/24 02:48:42 PM,12.31,45.93,,,,,,
8471,11/13/24 03:03:42 PM,12.33,45.93,,,,,,
8472,11/13/24 03:18:42 PM,12.36,45.93,,,,,,
8473,11/13/24 03:33:42 PM,12.40,45.93,,,,,,
8474,11/13/24 03:48:42 PM,12.45,45.90,,,,,,
8475,11/13/24 04:03:42 PM,12.46,45.90,,,,,,
8476,11/13/24 04:18:42 PM,12.51,45.86,,,,,,
8477,11/13/24 04:33:42 PM,12.49,45.79,,,,,,
8478,11/13/24 04:48:42 PM,12.50,45.72,,,,,,
8479,11/13/24 05:03:42 PM,12.50,45.68,,,,,,
8480,11/13/24 05:18:42 PM,12.48,45.61,,,,,,
8481,11/13/24 05:33:42 PM,12.40,45.57,,,,,,
8482,11/13/24 05:48:42 PM,12.38,45.50,,,,,,
8483,11/13/24 06:03:42 PM,12.24,45.46,,,,,,
8484,11/13/24 06:18:42 PM,12.29,45.43,,,,,,
8485,11/13/24 06:33:42 PM,12.22,45.43,,,,,,
8486,11/13/24 06:48:42 PM,12.28,45.43,,,,,,
8487,11/13/24 07:03:42 PM,12.22,45.43,,,,,,
8488,11/13/24 07:18:42 PM,12.19,45.39,,,,,,
8489,11/13/24 07:33:42 PM,12.01,45.36,,,,,,
8490,11/13/24 07:48:42 PM,11.88,45.32,,,,,,
8491,11/13/24 08:03:42 PM,11.84,45.32,,,,,,
8492,11/13/24 08:18:42 PM,11.88,45.18,,,,,,
8493,11/13/24 08:33:42 PM,11.88,45.14,,,,,,
8494,11/13/24 08:48:42 PM,11.84,45.10,,,,,,
8495,11/13/24 09:03:42 PM,11.97,45.10,,,,,,
8496,11/13/24 09:18:42 PM,11.89,45.07,,,,,,
8497,11/13/24 09:33:42 PM,12.10,45.07,,,,,,
8498,11/13/24 09:48:42 PM,12.07,45.03,,,,,,
8499,11/13/24 10:03:42 PM,12.10,45.03,,,,,,
8500,11/13/24 10:18:42 PM,12.12,45.10,,,,,,
8501,11/13/24 10:33:42 PM,12.06,45.10,,,,,,
8502,11/13/24 10:48:42 PM,12.05,45.10,,,,,,
8503,11/13/24 11:03:42 PM,12.15,45.14,,,,,,
8504,11/13/24 11:18:42 PM,11.96,45.07,,,,,,
8505,11/13/24 11:33:42 PM,12.10,44.96,,,,,,
8506,11/13/24 11:48:42 PM,12.11,44.78,,,,,,
8507,11/14/24 12:03:42 AM,11.98,44.67,,,,,,
8508,11/14/24 12:18:42 AM,11.80,44.49,,,,,,
8509,11/14/24 12:33:42 AM,11.75,44.38,,,,,,
8510,11/14/24 12:48:42 AM,11.96,44.20,,,,,,
8511,11/14/24 01:03:42 AM,12.06,44.31,,,,,,
8512,11/14/24 01:18:42 AM,12.10,44.35,,,,,,
8513,11/14/24 01:33:42 AM,12.03,44.35,,,,,,
8514,11/14/24 01:48:42 AM,11.72,44.24,,,,,,
8515,11/14/24 02:03:42 AM,11.68,44.20,,,,,,
8516,11/14/24 02:18:42 AM,11.66,44.13,,,,,,
8517,11/14/24 02:33:42 AM,11.88,44.06,,,,,,
8518,11/14/24 02:48:42 AM,11.89,44.06,,,,,,
8519,11/14/24 03:03:42 AM,11.90,44.10,,,,,,
8520,11/14/24 03:18:42 AM,11.90,44.06,,,,,,
8521,11/14/24 03:33:42 AM,11.55,43.99,,,,,,
8522,11/14/24 03:48:42 AM,11.64,43.81,,,,,,
8523,11/14/24 04:03:42 AM,11.79,43.63,,,,,,
8524,11/14/24 04:18:42 AM,11.87,43.66,,,,,,
8525,11/14/24 04:33:42 AM,11.84,43.63,,,,,,
8526,11/14/24 04:48:42 AM,11.76,43.63,,,,,,
8527,11/14/24 05:03:42 AM,11.54,43.52,,,,,,
8528,11/14/24 05:18:42 AM,11.54,43.52,,,,,,
8529,11/14/24 05:33:42 AM,11.62,43.30,,,,,,
8530,11/14/24 05:48:42 AM,11.46,43.23,,,,,,
8531,11/14/24 06:03:42 AM,11.63,43.09,,,,,,
8532,11/14/24 06:18:42 AM,11.50,43.05,,,,,,
8533,11/14/24 06:33:42 AM,11.37,43.16,,,,,,
8534,11/14/24 06:48:42 AM,11.45,43.20,,,,,,
8535,11/14/24 07:03:42 AM,11.55,43.12,,,,,,
8536,11/14/24 07:18:42 AM,11.50,43.02,,,,,,
8537,11/14/24 07:33:42 AM,11.57,43.05,,,,,,
8538,11/14/24 07:48:42 AM,11.66,43.12,,,,,,
8539,11/14/24 08:03:42 AM,11.71,43.12,,,,,,
8540,11/14/24 08:18:42 AM,11.66,43.27,,,,,,
8541,11/14/24 08:33:42 AM,11.62,43.30,,,,,,
8542,11/14/24 08:48:42 AM,11.45,43.34,,,,,,
8543,11/14/24 09:03:42 AM,11.27,43.38,,,,,,
8544,11/14/24 09:18:42 AM,11.35,43.27,,,,,,
8545,11/14/24 09:33:42 AM,11.29,42.98,,,,,,
8546,11/14/24 09:48:42 AM,11.32,42.55,,,,,,
8547,11/14/24 10:03:42 AM,11.41,42.58,,,,,,
8548,11/14/24 10:18:42 AM,11.48,42.84,,,,,,
8549,11/14/24 10:33:42 AM,11.48,42.91,,,,,,
8550,11/14/24 10:48:42 AM,11.53,42.84,,,,,,
8551,11/14/24 11:03:42 AM,11.54,42.80,,,,,,
8552,11/14/24 11:18:42 AM,11.59,42.76,,,,,,
8553,11/14/24 11:33:42 AM,11.53,42.87,,,,,,
8554,11/14/24 11:48:42 AM,11.64,42.84,,,,,,
8555,11/14/24 12:03:42 PM,11.68,42.76,,,,,,
8556,11/14/24 12:18:42 PM,11.72,42.69,,,,,,
8557,11/14/24 12:33:42 PM,11.75,42.73,,,,,,
8558,11/14/24 12:48:42 PM,11.80,42.76,,,,,,
8559,11/14/24 01:03:42 PM,11.94,42.84,,,,,,
8560,11/14/24 01:18:42 PM,11.90,42.94,,,,,,
8561,11/14/24 01:33:42 PM,12.00,42.84,,,,,,
8562,11/14/24 01:48:42 PM,12.10,42.91,,,,,,
8563,11/14/24 02:03:42 PM,12.07,42.98,,,,,,
8564,11/14/24 02:18:42 PM,12.09,42.98,,,,,,
8565,11/14/24 02:33:42 PM,12.18,43.09,,,,,,
8566,11/14/24 02:48:42 PM,12.18,43.12,,,,,,
8567,11/14/24 03:03:42 PM,12.18,43.12,,,,,,
8568,11/14/24 03:18:42 PM,12.16,43.09,,,,,,
8569,11/14/24 03:33:42 PM,12.06,43.09,,,,,,
8570,11/14/24 03:48:42 PM,11.96,43.09,,,,,,
8571,11/14/24 04:03:42 PM,12.22,43.12,,,,,,
8572,11/14/24 04:18:42 PM,12.01,43.12,,,,,,
8573,11/14/24 04:33:42 PM,12.02,43.12,,,,,,
8574,11/14/24 04:48:42 PM,12.20,43.16,,,,,,
8575,11/14/24 05:03:42 PM,12.49,43.27,,,,,,
8576,11/14/24 05:18:42 PM,12.71,43.52,,,,,,
8577,11/14/24 05:33:42 PM,12.64,43.48,,,,,,
8578,11/14/24 05:48:42 PM,12.58,43.48,,,,,,
8579,11/14/24 06:03:42 PM,12.33,43.45,,,,,,
8580,11/14/24 06:18:42 PM,12.02,43.41,,,,,,
8581,11/14/24 06:33:42 PM,11.96,43.41,,,,,,
8582,11/14/24 06:48:42 PM,12.06,43.41,,,,,,
8583,11/14/24 07:03:42 PM,11.83,43.34,,,,,,
8584,11/14/24 07:18:42 PM,11.90,43.34,,,,,,
8585,11/14/24 07:33:42 PM,11.98,43.34,,,,,,
8586,11/14/24 07:48:42 PM,12.05,43.30,,,,,,
8587,11/14/24 08:03:42 PM,12.09,43.23,,,,,,
8588,11/14/24 08:18:42 PM,12.03,43.23,,,,,,
8589,11/14/24 08:33:42 PM,11.94,43.27,,,,,,
8590,11/14/24 08:48:42 PM,12.00,43.23,,,,,,
8591,11/14/24 09:03:42 PM,12.03,43.20,,,,,,
8592,11/14/24 09:18:42 PM,12.05,43.16,,,,,,
8593,11/14/24 09:33:42 PM,11.98,43.16,,,,,,
8594,11/14/24 09:48:42 PM,11.98,43.12,,,,,,
8595,11/14/24 10:03:42 PM,12.05,43.09,,,,,,
8596,11/14/24 10:18:42 PM,11.96,43.09,,,,,,
8597,11/14/24 10:33:42 PM,11.87,43.02,,,,,,
8598,11/14/24 10:48:42 PM,12.00,42.98,,,,,,
8599,11/14/24 11:03:42 PM,11.92,43.02,,,,,,
8600,11/14/24 11:18:42 PM,11.94,43.05,,,,,,
8601,11/14/24 11:33:42 PM,12.01,43.02,,,,,,
8602,11/14/24 11:48:42 PM,11.88,43.02,,,,,,
8603,11/15/24 12:03:42 AM,11.84,43.05,,,,,,
8604,11/15/24 12:18:42 AM,11.83,42.98,,,,,,
8605,11/15/24 12:33:42 AM,12.06,42.91,,,,,,
8606,11/15/24 12:48:42 AM,12.07,42.94,,,,,,
8607,11/15/24 01:03:42 AM,12.09,42.91,,,,,,
8608,11/15/24 01:18:42 AM,12.11,42.87,,,,,,
8609,11/15/24 01:33:42 AM,12.02,42.84,,,,,,
8610,11/15/24 01:48:42 AM,11.88,42.76,,,,,,
8611,11/15/24 02:03:42 AM,11.81,42.76,,,,,,
8612,11/15/24 02:18:42 AM,11.81,42.76,,,,,,
8613,11/15/24 02:33:42 AM,11.83,42.73,,,,,,
8614,11/15/24 02:48:42 AM,11.97,42.69,,,,,,
8615,11/15/24 03:03:42 AM,11.92,42.66,,,,,,
8616,11/15/24 03:18:42 AM,11.88,42.58,,,,,,
8617,11/15/24 03:33:42 AM,11.80,42.58,,,,,,
8618,11/15/24 03:48:42 AM,11.76,42.55,,,,,,
8619,11/15/24 04:03:42 AM,11.68,42.51,,,,,,
8620,11/15/24 04:18:42 AM,11.88,42.51,,,,,,
8621,11/15/24 04:33:42 AM,11.79,42.48,,,,,,
8622,11/15/24 04:48:42 AM,11.71,42.51,,,,,,
8623,11/15/24 05:03:42 AM,11.66,42.48,,,,,,
8624,11/15/24 05:18:42 AM,11.64,42.55,,,,,,
8625,11/15/24 05:33:42 AM,11.51,42.55,,,,,,
8626,11/15/24 05:48:42 AM,11.62,42.51,,,,,,
8627,11/15/24 06:03:42 AM,11.64,42.40,,,,,,
8628,11/15/24 06:18:42 AM,11.75,42.40,,,,,,
8629,11/15/24 06:33:42 AM,11.59,42.33,,,,,,
8630,11/15/24 06:48:42 AM,11.53,42.30,,,,,,
8631,11/15/24 07:03:42 AM,11.53,42.30,,,,,,
8632,11/15/24 07:18:42 AM,11.68,42.19,,,,,,
8633,11/15/24 07:33:42 AM,11.93,42.15,,,,,,
8634,11/15/24 07:48:42 AM,11.84,42.12,,,,,,
8635,11/15/24 08:03:42 AM,11.77,42.15,,,,,,
8636,11/15/24 08:18:42 AM,11.83,42.12,,,,,,
8637,11/15/24 08:33:42 AM,11.77,42.08,,,,,,
8638,11/15/24 08:48:42 AM,11.64,42.08,,,,,,
8639,11/15/24 09:03:42 AM,11.62,42.12,,,,,,
8640,11/15/24 09:18:42 AM,11.64,42.15,,,,,,
8641,11/15/24 09:33:42 AM,11.68,42.15,,,,,,
8642,11/15/24 09:48:42 AM,11.75,42.15,,,,,,
8643,11/15/24 10:03:42 AM,11.79,42.19,,,,,,
8644,11/15/24 10:18:42 AM,11.96,42.26,,,,,,
8645,11/15/24 10:33:42 AM,11.97,42.37,,,,,,
8646,11/15/24 10:48:42 AM,11.98,42.40,,,,,,
8647,11/15/24 11:03:42 AM,11.97,42.48,,,,,,
8648,11/15/24 11:18:42 AM,12.05,42.51,,,,,,
8649,11/15/24 11:33:42 AM,12.07,42.58,,,,,,
8650,11/15/24 11:48:42 AM,12.12,42.62,,,,,,
8651,11/15/24 12:03:42 PM,12.23,42.66,,,,,,
8652,11/15/24 12:18:42 PM,12.25,42.73,,,,,,
8653,11/15/24 12:33:42 PM,12.27,42.84,,,,,,
8654,11/15/24 12:48:42 PM,12.32,42.91,,,,,,
8655,11/15/24 01:03:42 PM,12.29,43.02,,,,,,
8656,11/15/24 01:18:42 PM,12.37,43.02,,,,,,
8657,11/15/24 01:33:42 PM,12.38,43.09,,,,,,
8658,11/15/24 01:48:42 PM,12.46,43.02,,,,,,
8659,11/15/24 02:03:42 PM,12.49,43.05,,,,,,
8660,11/15/24 02:18:42 PM,12.53,43.09,,,,,,
8661,11/15/24 02:33:42 PM,12.57,43.09,,,,,,
8662,11/15/24 02:48:42 PM,12.58,43.16,,,,,,
8663,11/15/24 03:03:42 PM,12.66,43.16,,,,,,
8664,11/15/24 03:18:42 PM,12.66,43.12,,,,,,
8665,11/15/24 03:33:42 PM,12.64,43.12,,,,,,
8666,11/15/24 03:48:42 PM,-888.88,-888.88,,Logged,,,,
8667,11/15/24 04:03:42 PM,-888.88,-888.88,,,,,,
8668,11/15/24 04:18:42 PM,-888.88,-888.88,,,,,,
8669,11/15/24 04:33:42 PM,-888.88,-888.88,,,,,,
8670,11/15/24 04:48:42 PM,-888.88,-888.88,,,,,,
8671,11/15/24 05:03:42 PM,-888.88,-888.88,,,,,,
8672,11/15/24 05:18:42 PM,-888.88,-888.88,,,,,,
8673,11/15/24 05:33:42 PM,-888.88,-888.88,,,,,,
8674,11/15/24 05:48:42 PM,-888.88,-888.88,,,,,,
8675,11/15/24 06:03:42 PM,-888.88,-888.88,,,,,,
8676,11/15/24 06:18:42 PM,-888.88,-888.88,,,,,,
8677,11/15/24 06:33:42 PM,-888.88,-888.88,,,,,,
8678,11/15/24 06:48:42 PM,-888.88,-888.88,,,,,,
8679,11/15/24 07:03:42 PM,-888.88,-888.88,,,,,,
8680,11/15/24 07:18:42 PM,-888.88,-888.88,,,,,,
8681,11/15/24 07:33:42 PM,-888.88,-888.88,,,,,,
8682,11/15/24 07:48:42 PM,-888.88,-888.88,,,,,,
8683,11/15/24 08:03:42 PM,-888.88,-888.88,,,,,,
8684,11/15/24 08:18:42 PM,-888.88,-888.88,,,,,,
8685,11/15/24 08:33:42 PM,-888.88,-888.88,,,,,,
8686,11/15/24 08:48:42 PM,-888.88,-888.88,,,,,,
8687,11/15/24 09:03:42 PM,-888.88,-888.88,,,,,,
8688,11/15/24 09:18:42 PM,-888.88,-888.88,,,,,,
8689,11/15/24 09:33:42 PM,-888.88,-888.88,,,,,,
8690,11/15/24 09:48:42 PM,-888.88,-888.88,,,,,,
8691,11/15/24 10:03:42 PM,-888.88,-888.88,,,,,,
8692,11/15/24 10:18:42 PM,-888.88,-888.88,,,,,,
8693,11/15/24 10:33:42 PM,-888.88,-888.88,,,,,,
8694,11/15/24 10:48:42 PM,-888.88,-888.88,,,,,,
8695,11/15/24 11:03:42 PM,-888.88,-888.88,,,,,,
8696,11/15/24 11:18:42 PM,-888.88,-888.88,,,,,,
8697,11/15/24 11:33:42 PM,-888.88,-888.88,,,,,,
8698,11/15/24 11:48:42 PM,-888.88,-888.88,,,,,,
8699,11/16/24 12:03:42 AM,-888.88,-888.88,,,,,,
8700,11/16/24 12:18:42 AM,-888.88,-888.88,,,,,,
8701,11/16/24 12:33:42 AM,-888.88,-888.88,,,,,,
8702,11/16/24 12:48:42 AM,-888.88,-888.88,,,,,,
8703,11/16/24 01:03:42 AM,-888.88,-888.88,,,,,,
8704,11/16/24 01:18:42 AM,-888.88,-888.88,,,,,,
8705,11/16/24 01:33:42 AM,-888.88,-888.88,,,,,,
8706,11/16/24 01:48:42 AM,-888.88,-888.88,,,,,,
8707,11/16/24 02:03:42 AM,-888.88,-888.88,,,,,,
8708,11/16/24 02:18:42 AM,-888.88,-888.88,,,,,,
8709,11/16/24 02:33:42 AM,-888.88,-888.88,,,,,,
8710,11/16/24 02:48:42 AM,-888.88,-888.88,,,,,,
8711,11/16/24 03:03:42 AM,-888.88,-888.88,,,,,,
8712,11/16/24 03:18:42 AM,-888.88,-888.88,,,,,,
8713,11/16/24 03:33:42 AM,-888.88,-888.88,,,,,,
8714,11/16/24 03:48:42 AM,-888.88,-888.88,,,,,,
8715,11/16/24 04:03:42 AM,-888.88,-888.88,,,,,,
8716,11/16/24 04:18:42 AM,-888.88,-888.88,,,,,,
8717,11/16/24 04:33:42 AM,-888.88,-888.88,,,,,,
8718,11/16/24 04:48:42 AM,-888.88,-888.88,,,,,,
8719,11/16/24 05:03:42 AM,-888.88,-888.88,,,,,,
8720,11/16/24 05:18:42 AM,-888.88,-888.88,,,,,,
8721,11/16/24 05:33:42 AM,-888.88,-888.88,,,,,,
8722,11/16/24 05:48:42 AM,-888.88,-888.88,,,,,,
8723,11/16/24 06:03:42 AM,-888.88,-888.88,,,,,,
8724,11/16/24 06:18:42 AM,-888.88,-888.88,,,,,,
8725,11/16/24 06:33:42 AM,-888.88,-888.88,,,,,,
8726,11/16/24 06:48:42 AM,-888.88,-888.88,,,,,,
8727,11/16/24 07:03:42 AM,-888.88,-888.88,,,,,,
8728,11/16/24 07:18:42 AM,-888.88,-888.88,,,,,,
8729,11/16/24 07:33:42 AM,-888.88,-888.88,,,,,,
8730,11/16/24 07:48:42 AM,-888.88,-888.88,,,,,,
8731,11/16/24 08:03:42 AM,-888.88,-888.88,,,,,,
8732,11/16/24 08:18:42 AM,-888.88,-888.88,,,,,,
8733,11/16/24 08:33:42 AM,-888.88,-888.88,,,,,,
8734,11/16/24 08:48:42 AM,-888.88,-888.88,,,,,,
8735,11/16/24 09:03:42 AM,-888.88,-888.88,,,,,,
8736,11/16/24 09:18:42 AM,-888.88,-888.88,,,,,,
8737,11/16/24 09:33:42 AM,-888.88,-888.88,,,,,,
8738,11/16/24 09:48:42 AM,-888.88,-888.88,,,,,,
8739,11/16/24 10:03:42 AM,-888.88,-888.88,,,,,,
8740,11/16/24 10:18:42 AM,-888.88,-888.88,,,,,,
8741,11/16/24 10:33:42 AM,-888.88,-888.88,,,,,,
8742,11/16/24 10:48:42 AM,-888.88,-888.88,,,,,,
8743,11/16/24 11:03:42 AM,-888.88,-888.88,,,,,,
8744,11/16/24 11:18:42 AM,-888.88,-888.88,,,,,,
8745,11/16/24 11:33:42 AM,-888.88,-888.88,,,,,,
8746,11/16/24 11:48:42 AM,-888.88,-888.88,,,,,,
8747,11/16/24 12:03:42 PM,-888.88,-888.88,,,,,,
8748,11/16/24 12:18:42 PM,-888.88,-888.88,,,,,,
8749,11/16/24 12:33:42 PM,-888.88,-888.88,,,,,,
8750,11/16/24 12:48:42 PM,-888.88,-888.88,,,,,,
8751,11/16/24 01:03:42 PM,-888.88,-888.88,,,,,,
8752,11/16/24 01:18:42 PM,-888.88,-888.88,,,,,,
8753,11/16/24 01:33:42 PM,-888.88,-888.88,,,,,,
8754,11/16/24 01:48:42 PM,-888.88,-888.88,,,,,,
8755,11/16/24 02:03:42 PM,-888.88,-888.88,,,,,,
8756,11/16/24 02:18:42 PM,-888.88,-888.88,,,,,,
8757,11/16/24 02:33:42 PM,-888.88,-888.88,,,,,,
8758,11/16/24 02:48:42 PM,-888.88,-888.88,,,,,,
8759,11/16/24 03:03:42 PM,-888.88,-888.88,,,,,,
8760,11/16/24 03:18:42 PM,-888.88,-888.88,,,,,,
8761,11/16/24 03:33:42 PM,-888.88,-888.88,,,,,,
8762,11/16/24 03:48:42 PM,-888.88,-888.88,,,,,,
8763,11/16/24 04:03:42 PM,-888.88,-888.88,,,,,,
8764,11/16/24 04:18:42 PM,-888.88,-888.88,,,,,,
8765,11/16/24 04:33:42 PM,-888.88,-888.88,,,,,,
8766,11/16/24 04:48:42 PM,-888.88,-888.88,,,,,,
8767,11/16/24 05:03:42 PM,-888.88,-888.88,,,,,,
8768,11/16/24 05:18:42 PM,-888.88,-888.88,,,,,,
8769,11/16/24 05:33:42 PM,-888.88,-888.88,,,,,,
8770,11/16/24 05:48:42 PM,-888.88,-888.88,,,,,,
8771,11/16/24 06:03:42 PM,-888.88,-888.88,,,,,,
8772,11/16/24 06:18:42 PM,-888.88,-888.88,,,,,,
8773,11/16/24 06:33:42 PM,-888.88,-888.88,,,,,,
8774,11/16/24 06:48:42 PM,-888.88,-888.88,,,,,,
8775,11/16/24 07:03:42 PM,-888.88,-888.88,,,,,,
8776,11/16/24 07:18:42 PM,-888.88,-888.88,,,,,,
8777,11/16/24 07:33:42 PM,-888.88,-888.88,,,,,,
8778,11/16/24 07:48:42 PM,-888.88,-888.88,,,,,,
8779,11/16/24 08:03:42 PM,-888.88,-888.88,,,,,,
8780,11/16/24 08:18:42 PM,-888.88,-888.88,,,,,,
8781,11/16/24 08:33:42 PM,-888.88,-888.88,,,,,,
8782,11/16/24 08:48:42 PM,-888.88,-888.88,,,,,,
8783,11/16/24 09:03:42 PM,-888.88,-888.88,,,,,,
8784,11/16/24 09:18:42 PM,-888.88,-888.88,,,,,,
8785,11/16/24 09:33:42 PM,-888.88,-888.88,,,,,,
8786,11/16/24 09:48:42 PM,-888.88,-888.88,,,,,,
8787,11/16/24 10:03:42 PM,-888.88,-888.88,,,,,,
8788,11/16/24 10:18:42 PM,-888.88,-888.88,,,,,,
8789,11/16/24 10:33:42 PM,-888.88,-888.88,,,,,,
8790,11/16/24 10:48:42 PM,-888.88,-888.88,,,,,,
8791,11/16/24 11:03:42 PM,-888.88,-888.88,,,,,,
8792,11/16/24 11:18:42 PM,-888.88,-888.88,,,,,,
8793,11/16/24 11:33:42 PM,-888.88,-888.88,,,,,,
8794,11/16/24 11:48:42 PM,-888.88,-888.88,,,,,,
8795,11/17/24 12:03:42 AM,-888.88,-888.88,,,,,,
8796,11/17/24 12:18:42 AM,-888.88,-888.88,,,,,,
8797,11/17/24 12:33:42 AM,-888.88,-888.88,,,,,,
8798,11/17/24 12:48:42 AM,-888.88,-888.88,,,,,,
8799,11/17/24 01:03:42 AM,-888.88,-888.88,,,,,,
8800,11/17/24 01:18:42 AM,-888.88,-888.88,,,,,,
8801,11/17/24 01:33:42 AM,-888.88,-888.88,,,,,,
8802,11/17/24 01:48:42 AM,-888.88,-888.88,,,,,,
8803,11/17/24 02:03:42 AM,-888.88,-888.88,,,,,,
8804,11/17/24 02:18:42 AM,-888.88,-888.88,,,,,,
8805,11/17/24 02:33:42 AM,-888.88,-888.88,,,,,,
8806,11/17/24 02:48:42 AM,-888.88,-888.88,,,,,,
8807,11/17/24 03:03:42 AM,-888.88,-888.88,,,,,,
8808,11/17/24 03:18:42 AM,-888.88,-888.88,,,,,,
8809,11/17/24 03:33:42 AM,-888.88,-888.88,,,,,,
8810,11/17/24 03:48:42 AM,-888.88,-888.88,,,,,,
8811,11/17/24 04:03:42 AM,-888.88,-888.88,,,,,,
8812,11/17/24 04:18:42 AM,-888.88,-888.88,,,,,,
8813,11/17/24 04:33:42 AM,-888.88,-888.88,,,,,,
8814,11/17/24 04:48:42 AM,-888.88,-888.88,,,,,,
8815,11/17/24 05:03:42 AM,-888.88,-888.88,,,,,,
8816,11/17/24 05:18:42 AM,-888.88,-888.88,,,,,,
8817,11/17/24 05:33:42 AM,-888.88,-888.88,,,,,,
8818,11/17/24 05:48:42 AM,-888.88,-888.88,,,,,,
8819,11/17/24 06:03:42 AM,-888.88,-888.88,,,,,,
8820,11/17/24 06:18:42 AM,-888.88,-888.88,,,,,,
8821,11/17/24 06:33:42 AM,-888.88,-888.88,,,,,,
8822,11/17/24 06:48:42 AM,-888.88,-888.88,,,,,,
8823,11/17/24 07:03:42 AM,-888.88,-888.88,,,,,,
8824,11/17/24 07:18:42 AM,-888.88,-888.88,,,,,,
8825,11/17/24 07:33:42 AM,-888.88,-888.88,,,,,,
8826,11/17/24 07:48:42 AM,-888.88,-888.88,,,,,,
8827,11/17/24 08:03:42 AM,-888.88,-888.88,,,,,,
8828,11/17/24 08:18:42 AM,-888.88,-888.88,,,,,,
8829,11/17/24 08:33:42 AM,-888.88,-888.88,,,,,,
8830,11/17/24 08:48:42 AM,-888.88,-888.88,,,,,,
8831,11/17/24 09:03:42 AM,-888.88,-888.88,,,,,,
8832,11/17/24 09:18:42 AM,-888.88,-888.88,,,,,,
8833,11/17/24 09:33:42 AM,-888.88,-888.88,,,,,,
8834,11/17/24 09:48:42 AM,-888.88,-888.88,,,,,,
8835,11/17/24 10:03:42 AM,-888.88,-888.88,,,,,,
8836,11/17/24 10:18:42 AM,-888.88,-888.88,,,,,,
8837,11/17/24 10:33:42 AM,-888.88,-888.88,,,,,,
8838,11/17/24 10:48:42 AM,-888.88,-888.88,,,,,,
8839,11/17/24 11:03:42 AM,-888.88,-888.88,,,,,,
8840,11/17/24 11:18:42 AM,-888.88,-888.88,,,,,,
8841,11/17/24 11:33:42 AM,-888.88,-888.88,,,,,,
8842,11/17/24 11:48:42 AM,-888.88,-888.88,,,,,,
8843,11/17/24 12:03:42 PM,-888.88,-888.88,,,,,,
8844,11/17/24 12:18:42 PM,-888.88,-888.88,,,,,,
